Country,CountryName,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
SG,Singapore,1646400,1702400,1750200,1795000,1841600,1886900,1934400,1977600,2012000,2042500,2074507,2112900,2152400,2193000,2229800,2262600,2293300,2325300,2353600,2383500,2413945,2532835,2646466,2681061,2732221,2735957,2733373,2774789,2846108,2930901,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,5453566,5637022
SB,Solomon Islands,133440,136780,140254,143863,147609,151495,155514,159667,163973,168399,172833,177264,181876,186816,192155,197853,204082,210932,218193,225786,233668,241827,250250,258945,267913,277158,286527,295836,305132,314560,324171,333952,343916,354086,364505,375189,386069,397050,408145,419229,429978,440395,450760,461216,471785,482486,493430,504619,516001,527833,540394,553721,567763,582365,597375,612660,628102,643634,659249,674993,691191,707851,724273
SL,Sierra Leone,2301310,2341065,2382914,2426750,2472686,2520576,2569736,2620396,2672370,2724901,2778557,2832392,2886642,2942333,2998843,3055916,3112863,3172195,3235170,3300032,3367477,3437108,3509197,3585773,3666262,3749419,3842917,3947865,4056215,4159163,4325388,4378169,4301566,4295689,4314953,4324149,4347370,4405028,4449975,4475145,4584067,4857096,5140113,5350907,5533329,5683334,5809774,5939163,6090860,6259842,6436698,6612385,6788587,6964859,7140688,7314773,7493913,7677565,7861281,8046828,8233970,8420641,8605718
SV,El Salvador,2779327,2858896,2937821,3014885,3095170,3179506,3266436,3354611,3443251,3530958,3619090,3708010,3798109,3890639,3984049,4076751,4166890,4256699,4346522,4433041,4508992,4549173,4599904,4689680,4782219,4876757,4970788,5067200,5170440,5270825,5367179,5461070,5552206,5630987,5693038,5748195,5797140,5842638,5885083,5923852,5958482,5988095,6011275,6026849,6035655,6037817,6034436,6044131,6068099,6091188,6114034,6137349,6161289,6185642,6209526,6231066,6250510,6266654,6276342,6280217,6292731,6314167,6336392
SM,San Marino,15556,15895,16242,16583,16926,17273,17588,17907,18291,18403,18169,18212,18575,19010,19439,19803,20160,20482,20795,21087,21346,21596,21804,21973,22096,22241,22390,22437,22542,22803,23132,23459,23808,24181,24535,24886,25235,25596,25997,26404,26823,27335,27969,28601,29241,29673,29999,30368,32054,31269,31608,31863,33376,33562,33389,33570,33834,34056,34453,34178,34007,33745,33660
SO,Somalia,2870732,2945662,3022827,3102170,3183590,3267593,3353665,3441799,3532420,3625274,3720977,3818389,3918220,4022336,4125823,4228289,4333779,4449505,4777703,5408813,5892224,5934938,5951805,6142513,6369020,6630637,6908579,7158004,7160461,7035378,6999096,6732702,6428141,6620729,6959828,7210930,7472450,7734313,8056862,8384479,8721465,9070747,9411103,9758281,10117354,10467292,10784973,11118092,11444870,11730037,12026649,12216837,12440326,12852485,13309235,13763906,14292847,14864221,15411094,15981300,16537016,17065581,17597511
RS,Serbia,6608000,6655000,6696000,6732000,6765000,6794000,6841000,6880000,6915000,6945000,6972000,7013000,7053000,7091000,7128000,7163000,7214000,7258000,7297000,7332000,7362000,7405000,7440000,7468000,7489000,7504000,7536000,7558000,7572000,7581000,7586000,7595636,7646424,7699307,7734639,7625357,7617794,7596501,7567745,7552850,7527952,7504739,7502126,7490918,7470263,7456050,7425487,7397651,7365507,7334937,7306677,7251549,7216649,7181505,7146759,7114393,7076372,7040272,7001444,6963764,6899126,6834326,6664449
SS,South Sudan,2907724,2948953,2992270,3036238,3088701,3143622,3185305,3221957,3261725,3301892,3342410,3396808,3464715,3542465,3629608,3718279,3808615,3901044,3995911,4092792,4192012,4293866,4398297,4502541,4603039,4706975,4819667,4893809,4814879,4706626,4750817,4867185,4956969,5018172,5142863,5302042,5434894,5589410,5699436,5850145,6114440,6394431,6686100,6992367,7317118,7662654,8029517,8417823,8823888,9229227,9714419,10243050,10701604,11106031,11213284,11194299,11066105,10658226,10395329,10447666,10606227,10748272,10913164
ST,São Tomé and Príncipe,68038,68705,69520,70272,70992,71730,72567,73564,74739,76059,77583,79226,80835,82472,84189,86037,88078,90299,92659,95017,97210,99170,100931,102650,104497,106607,108966,111610,114513,117445,120343,123084,125648,128182,130666,133077,135412,137656,139790,141808,143714,146258,149841,153762,157697,161680,165725,169845,174004,178128,182138,186044,189924,193757,197497,201124,204632,208036,211344,214599,218641,223107,227380
SR,Suriname,268396,277969,288291,299332,310288,321069,332142,343620,355468,367618,379918,392026,397529,396331,394519,392137,389231,385810,381885,377362,375112,375859,377288,379409,382617,387171,392372,396867,402139,408360,412756,415981,419521,422375,426548,434490,443834,452887,461749,470458,478998,487394,495666,503780,510572,516220,522023,527946,533938,539987,546080,552146,558111,563947,569682,575475,581453,587559,593715,600301,607065,612985,618040
SK,Slovakia,3969682,4166507,4216827,4259549,4304484,4350198,4391768,4431564,4467170,4500659,4536555,4539890,4575007,4618236,4664653,4714593,4763617,4815396,4865605,4914644,4963301,4996329,5035881,5074316,5109626,5144568,5178967,5208708,5236972,5264220,5287663,5310711,5295877,5314155,5336455,5356207,5367790,5378932,5387650,5393382,5398657,5378783,5378951,5374873,5371875,5372685,5372928,5373180,5376064,5382401,5390410,5392446,5404322,5410836,5415949,5421349,5426252,5435343,5443120,5450421,5458827,5447247,5431752
SI,Slovenia,1580535,1588904,1599357,1607941,1626000,1638227,1660092,1679717,1699339,1709752,1717995,1731787,1744882,1759584,1773809,1778454,1808707,1831790,1852963,1872133,1893064,1909566,1903495,1917173,1927469,1936839,1946442,1985486,1994066,1996325,1996377,1999945,1998912,1994084,1989408,1989477,1990266,1986989,1984923,1978334,1987755,1990094,1994026,1995033,1996433,1997590,2003358,2010377,2010269,2032362,2046976,2050189,2055496,2058821,2061085,2062874,2064188,2065895,2066880,2080908,2102419,2108079,2111986
SE,Sweden,7471345,7497967,7542028,7581148,7627507,7695200,7772506,7843088,7892774,7931772,8004371,8081230,8115438,8129161,8143463,8176447,8208427,8236144,8266936,8284261,8303094,8317967,8323038,8327488,8330577,8342633,8358139,8381519,8414089,8458888,8527039,8590630,8644120,8692013,8745109,8816381,8837496,8844499,8847625,8854322,8861426,8882792,8909128,8940788,8975670,9011392,9047752,9113257,9182927,9256347,9340682,9415570,9482855,9555893,9644864,9747355,9851017,9995153,10120242,10230185,10353442,10415811,10486941
SZ,Eswatini,345065,352971,361070,369527,378531,388317,398861,409638,420373,431366,442865,454913,467512,480668,494624,509535,525457,542328,560236,579091,598564,616210,634439,655505,677303,702400,730150,758669,794434,825952,854011,889712,925165,953451,953737,953573,973587,990734,1005158,1018370,1030496,1041396,1050809,1058797,1065764,1071886,1077735,1084008,1089870,1094886,1099920,1105371,1111444,1118319,1125865,1133936,1142524,1151390,1160428,1169613,1180655,1192271,1201670
SX,Sint Maarten,2646,2888,3171,3481,3811,4161,4531,4930,5354,5795,6260,6736,7226,7750,8312,8906,9523,10172,10850,11542,12243,13134,14418,15927,17474,19064,20703,22395,24139,25952,27845,29820,31345,31823,31735,31596,31410,31195,31240,31084,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40895,41608,42310,42668,42848
SC,Seychelles,41700,42889,44042,45176,46322,47500,48699,49911,51134,52365,53600,54695,56029,56892,57937,59292,60504,61786,62150,62686,63261,64035,64413,64335,64717,65244,65652,68499,68755,69167,69507,70439,70763,72253,74205,75304,76417,77319,78846,80410,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462,99258,119878
SY,Syria,4610712,4751534,4894995,5045245,5202846,5368451,5542003,5723306,5912715,6111364,6319199,6538526,6768544,7003114,7244901,7497126,7758673,8029313,8310217,8600747,8898954,9203635,9510754,9835461,10183138,10540926,10907619,11281107,11657772,12034097,12408996,12782281,13156406,13537060,13922626,14313450,14708879,15103996,15500542,15901201,16307654,16727948,17164021,17611356,18084007,18583557,19432009,20703005,21474059,21827220,22337563,22730733,22605577,21495821,20072232,19205178,18964252,18983373,19333463,20098251,20772595,21324367,22125249
TC,Turks and Caicos Islands,5604,5625,5633,5634,5642,5650,5652,5662,5668,5663,5665,5742,5896,6068,6249,6451,6668,6885,7110,7332,7598,7957,8355,8758,9166,9577,9986,10400,10816,11227,11709,12329,13014,13704,14402,15101,15806,16515,17239,17984,18744,19578,20598,21739,22869,23995,25128,26268,27422,28581,29726,30816,32081,33594,34985,36538,38246,39844,41487,43080,44276,45114,45703
TD,Chad,3028688,3087657,3148242,3210296,3273419,3336338,3398664,3461664,3526770,3595152,3667394,3742534,3824399,3912905,4000559,4084110,4163051,4238551,4313479,4402942,4408230,4409225,4622828,4859173,4920556,4967590,5118160,5300852,5483038,5670619,5827069,6042428,6302926,6448280,6592998,6888856,7200291,7450874,7709115,7981889,8259137,8538804,8838369,9196366,9613503,10005012,10365614,10722731,11098664,11496128,11894727,12317730,12754906,13216766,13697126,14140274,14592585,15085884,15604210,16126866,16644701,17179740,17723315
TG,Togo,1651367,1678788,1706841,1736697,1772652,1820396,1882458,1957164,2038765,2120486,2197383,2267211,2330704,2390909,2450335,2509713,2569671,2630626,2693400,2761240,2838110,2925865,3023343,3126635,3232244,3336508,3439370,3544927,3653420,3763657,3875947,3990215,4106219,4078392,4092612,4279566,4445883,4592550,4728297,4867941,5008035,5145426,5281538,5421001,5565218,5711597,5874240,6047537,6222482,6398624,6571855,6748672,6926635,7106229,7288383,7473229,7661354,7852795,8046679,8243094,8442580,8644829,8848699
TH,Thailand,26596584,27399963,28242174,29114124,30013573,30940270,31883754,32839341,33807357,34787583,35791728,36807997,37834384,38873060,39900961,40908471,41882128,42843802,43806715,44760091,45737753,46727292,47700340,48670565,49636724,50594940,51542094,52479181,53410965,54324004,55228410,56099865,56939020,57776082,58610010,59424834,60211096,60989108,61745217,62442651,63066603,63649892,64222580,64776956,65311166,65821360,66319525,66826754,67328239,67813654,68270489,68712846,69157023,69578602,69960943,70294397,70607037,70898202,71127802,71307763,71475664,71601103,71697030
TJ,Tajikistan,2131992,2208026,2287181,2368868,2452671,2538295,2625653,2714959,2806566,2899854,2993019,3085961,3180461,3277487,3377758,3482125,3590606,3703010,3818114,3932682,4045965,4160745,4278908,4401502,4529501,4660598,4798281,4946293,5100020,5264332,5417860,5556306,5656208,5717806,5803993,5916173,6035600,6117069,6156805,6189565,6272998,6408810,6541755,6672492,6801204,6929145,7057417,7188391,7324627,7468596,7621779,7784819,7956382,8136610,8326348,8524063,8725318,8925525,9128132,9337003,9543207,9750064,9952787
TM,Turkmenistan,1602052,1658569,1716868,1776387,1836621,1897095,1957557,2018024,2078581,2139557,2201432,2264434,2328374,2393323,2459325,2525760,2592280,2659019,2726327,2794392,2862903,2932934,3005972,3082202,3162165,3246887,3336773,3430501,3525110,3621303,3720278,3821782,3926369,4031698,4133037,4226623,4301093,4363672,4431517,4501079,4569132,4635094,4698968,4758988,4819792,4885775,4954029,5024894,5100083,5180957,5267970,5360811,5458682,5560095,5663152,5766431,5868561,5968383,6065066,6158420,6250438,6341855,6430770
TL,East Timor,468573,475796,483324,491117,499136,507477,516197,525274,534649,544242,554021,563953,574014,584035,592277,600126,609650,619308,627671,634549,642224,649250,655112,662412,671373,682109,694250,707762,722690,739735,758106,772655,783705,795179,807115,819226,831269,843341,855409,866649,878360,893001,909639,926721,945989,969313,994564,1019362,1043076,1065540,1088486,1112976,1137676,1161555,1184830,1205813,1224562,1243235,1261845,1280438,1299995,1320942,1341296
TO,Tonga,67428,69391,71388,73441,75544,77686,79794,81725,83430,84997,86484,87904,89275,90611,92007,93477,94921,95847,96227,96506,96708,96846,96931,96981,97022,97055,97078,97392,97939,98379,98727,99010,99260,99492,99731,99977,100195,100658,101343,101982,102603,103210,103804,104410,105036,105633,106190,106638,106932,107144,107383,107611,107502,107089,106626,106122,105707,105415,105150,104951,105254,106017,106858
TT,Trinidad and Tobago,847063,865028,881519,897658,913399,928462,942599,955681,967699,978642,988890,1000130,1013031,1026563,1040291,1054017,1067696,1081693,1096569,1112310,1127852,1142695,1157140,1171273,1184747,1199785,1216370,1231442,1244633,1256210,1266518,1276224,1285502,1293974,1301393,1307822,1313434,1318171,1322572,1327063,1332203,1338567,1345964,1353548,1361172,1369075,1376919,1384861,1392803,1401191,1410296,1420020,1430377,1440729,1450661,1460177,1469330,1478607,1504709,1519955,1518147,1525663,1531044
TN,Tunisia,4195467,4236386,4281744,4332926,4389417,4457282,4548972,4661271,4785003,4915162,5047404,5182040,5320148,5463650,5613116,5769074,5929998,6092769,6254876,6416191,6578156,6744050,6914963,7091270,7279157,7476092,7675499,7874302,8068788,8256396,8440023,8622853,8802540,8977173,9143141,9294102,9430550,9557948,9677148,9788067,9893316,9995123,10094561,10193798,10292225,10388344,10483558,10580395,10680380,10784504,10895063,11032528,11174383,11300284,11428948,11557779,11685667,11811443,11933041,12049314,12161723,12262946,12356117
TR,Turkey,27119962,27755078,28435197,29162545,29939582,30769013,31499416,32273630,33093700,33961875,34880611,35707058,36582215,37508880,38490106,39529218,40281507,41102443,41996129,42967253,44021146,45023450,46085508,47210448,48401689,49662958,50695548,51791212,52953586,54186642,55494711,56714051,57835076,58958565,60079060,61203584,62337617,63484661,64641675,65786563,66889425,64729501,65603160,66401851,67187251,68010221,68860539,69729967,70586256,71517100,72561312,73722988,74724269,75627384,76667864,77695904,78741053,79814871,80810525,82003882,83384680,84147318,84979913
TV,Tuvalu,5404,5436,5471,5503,5525,5548,5591,5657,5729,5779,5814,5854,5891,5934,6100,6381,6677,6984,7297,7552,7731,7874,7993,8099,8197,8329,8496,8665,8844,9017,9182,9354,9466,9517,9559,9585,9611,9630,9634,9640,9638,9621,9609,9668,9791,9912,10030,10149,10272,10408,10550,10700,10854,10918,10899,10877,10852,10828,10865,10956,11069,11204,11312
TZ,Tanzania,10042458,10337891,10644622,10960161,11289556,11630603,11981932,12346286,12739965,13167782,13618192,14092218,14595699,15123504,15671316,16243826,16838919,17454627,18080005,18698636,19297659,19890930,20499922,21170717,21857176,22569625,23324270,24099415,24844147,25522898,26206012,26890906,27580723,28469017,29598323,30560071,31140733,31785846,32626498,33499772,34463704,35414469,36353531,37333918,38360879,39439505,40562052,41716497,42870884,43957933,45110527,46416031,47786137,49253643,50814552,52542823,54401802,56267032,58090443,59872579,61704518,63588334,65497748
UG,Uganda,7617746,7838440,8068828,8311013,8564755,8829056,9104743,9393432,9696370,10006526,10317212,10616338,10885563,11146099,11428676,11730959,12045227,12369253,12701999,13011511,13284026,13563558,13880052,14228932,14617944,15038915,15486807,15974216,16489323,17028543,17586630,18171935,18801966,19462958,20125021,20680831,21249572,21876935,22537658,23279247,24020697,24763325,25545090,26354736,27146084,27946588,28773227,29629804,30509862,31412520,32341728,33295738,34273295,35273570,36336539,37477356,38748299,40127085,41515395,42949080,44404611,45853778,47249585
UA,Ukraine,42767251,43365219,43924755,44445903,44941406,45387091,45809120,46235370,46635196,46990889,47279086,47597756,47974187,48301548,48602694,48892187,49144535,49357430,49536615,49739734,49973920,50221000,50384000,50564000,50754000,50917000,51097000,51293000,51521000,51773000,51891400,52000500,52150400,52179200,51921400,51512800,51057800,50594600,50144500,49674000,49114950,48663609,48240902,47823108,47442079,47100462,46749170,46465691,46192309,45963359,45782592,45598179,45453282,45372692,45245894,42759661,42590879,42414905,42216766,41983564,44132049,43822901,38000000
UY,Uruguay,2529021,2561153,2592441,2622936,2652376,2680427,2707030,2731847,2754417,2773957,2790265,2805492,2821086,2836825,2853588,2871947,2891094,2909327,2925840,2940729,2953750,2966076,2979182,2993285,3008255,3024218,3041205,3058787,3077760,3097889,3117012,3135374,3153732,3171747,3189945,3208300,3226633,3245069,3262683,3278963,3292224,3300939,3306441,3310202,3313801,3317665,3322282,3328651,3336126,3344156,3352651,3361637,3371133,3381180,3391662,3402818,3413766,3422200,3427042,3428409,3429086,3426260,3422794
US,United States,180671158,183691481,186537737,189241798,191888791,194302963,196560338,198712056,200706052,202676946,205052174,207660677,209896021,211908788,213853928,215973199,218035164,220239425,222584545,225055487,226542250,229465744,231664432,233792014,235824908,237923734,240132831,242288936,244499004,246819222,250131894,253492503,256894189,260255352,263435673,266557091,269667391,272911760,276115288,279294713,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,329484123,332031554,333287557
UZ,Uzbekistan,8372311,8692048,9038222,9394588,9758147,10130096,10504969,10881533,11261600,11641640,12011361,12370120,12733242,13107928,13494711,13894347,14307397,14731709,15154314,15558907,15947129,16335642,16735643,17152857,17594364,18063201,18560008,19077170,19600028,20102902,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050,34915100,35648100
VC,Saint Vincent and the Grenadines,84141,85666,87183,88638,90053,91495,92957,94382,95758,97126,98459,99699,100843,101924,102951,103879,104709,105499,106236,106882,107480,108191,108974,109684,110329,110906,111388,111770,112076,112320,112487,112780,113222,113621,113944,114174,114290,114276,114165,113995,113813,113641,113450,113108,112608,112043,111427,110824,110316,109840,109308,108703,108083,107450,106912,106482,105963,105549,105281,104924,104632,104332,103948
VE,Venezuela,8156937,8453106,8754082,9059953,9371333,9688138,10010685,10338848,10672654,11011335,11355475,11705674,12061621,12424804,12796220,13176387,13566112,13965250,14372959,14788523,15210443,15638426,16071654,16509596,16953234,17402304,17860872,18328655,18800770,19275292,19750579,20226214,20700461,21172100,21640833,22107286,22572110,23037561,23503819,23966960,24427729,24880203,25330929,25782029,26226927,26668785,27102081,27525097,27933833,28327892,28715022,29096159,29470426,29838021,30193258,30529716,30741464,30563433,29825653,28971683,28490453,28199867,28301696
VG,British Virgin Islands,7850,7885,7902,7919,7949,8018,8139,8337,8649,9117,9581,9813,9907,10018,10146,10282,10428,10578,10727,10876,11109,11472,11889,12315,12753,13202,13656,14117,14593,15091,15617,16090,16476,16855,17255,17674,18120,18591,19079,19586,20104,20657,21288,21982,22715,23497,24323,25191,26115,27044,27556,27962,28421,28657,28971,29366,29739,30060,30335,30610,30910,31122,31305
VI,U.S. Virgin Islands,32500,34300,35000,39800,40800,43500,46200,49100,55700,60300,63476,70937,76319,84121,89941,94484,96166,93203,95929,96183,99636,99853,100068,100348,100600,100760,100842,100901,100952,101041,103963,104807,105712,106578,107318,107818,108095,108357,108537,108599,108642,108549,108509,108505,108466,108453,108369,108337,108397,108404,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290,105870,105413
VN,Vietnam,32718461,33621982,34533889,35526727,36509166,37466077,38388210,39282564,40145287,41015865,41928849,42916624,43906019,44891281,45898698,46969616,48163573,49418150,50701458,51831389,52968270,54280394,55632153,57011444,58406863,59811313,61221107,62630787,64037514,65466361,66912613,68358820,69788747,71176405,72501087,73759110,74946448,76058603,77128424,78123713,79001142,79817777,80642308,81475825,82311227,83142095,83951800,84762269,85597241,86482923,87411012,88349117,89301326,90267739,91235504,92191398,93126529,94033048,94914330,95776716,96648685,97468029,98186856
VU,Vanuatu,64608,66462,68391,70400,72493,74677,76945,79311,81782,84350,87019,89796,92687,95687,98790,102010,105341,108769,112185,115344,118156,120887,123748,126743,129873,133119,136488,139956,143528,147181,150882,154678,158577,162548,166560,170612,174714,178871,183088,187432,192074,197034,202125,207258,212422,217632,222923,228345,233952,239689,245453,251294,257313,263534,269927,276438,283218,290239,297298,304404,311685,319137,326740
WS,Samoa,113335,116820,120163,123416,126582,129789,132976,135752,138154,140457,142771,145064,147332,149587,152240,155263,158136,160362,161988,163489,164905,166190,166885,166944,166779,166517,166365,166773,167452,167886,168186,168701,169799,171362,173107,174902,176713,178543,180385,182211,184008,185530,186630,187440,188073,188626,189379,190478,191787,193176,194672,196351,198124,199939,201757,203571,205544,207630,209701,211905,214929,218764,222382
XK,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883018,0,0,0,1873160,0,0
YE,Yemen,5542459,5646668,5753386,5860197,5973803,6097298,6228430,6368014,6515904,6673981,6843607,7024196,7215835,7417736,7630190,7855657,8094985,8348182,8615301,8899922,9204938,9529105,9872292,10237391,10625687,11036918,11465444,11915563,12387238,12872362,13375121,13895851,14433771,14988047,15553171,16103339,16614326,17108681,17608133,18114552,18628700,19143457,19660653,20188799,20733406,21320671,21966298,22641538,23329004,24029589,24743946,25475610,26223391,26984002,27753304,28516545,29274002,30034389,30790513,31546691,32284046,32981641,33696614
ZA,South Africa,16520441,16989464,17503133,18042215,18603097,19187194,19789771,20410677,21050540,21704214,22368306,23031441,23698507,24382513,25077016,25777964,26480300,27199838,27943445,28697014,29463549,30232561,31022417,31865176,32768207,33752964,34877834,36119333,37393853,38668684,39877570,40910959,41760755,42525440,43267982,43986084,44661603,45285048,45852166,46364681,46813266,47229714,47661514,48104048,48556071,49017147,49491756,49996094,50565812,51170779,51784921,52443325,53145033,53873616,54729551,55876504,56422274,56641209,57339635,58087055,58801927,59392255,59893885
ZM,Zambia,3119430,3219451,3323427,3431381,3542764,3658024,3777680,3901288,4029173,4159007,4281671,4399919,4523581,4653289,4789038,4931249,5079672,5233292,5391355,5553462,5720438,5897481,6090818,6291070,6488072,6686449,6890967,7095185,7294325,7491275,7686401,7880466,8074337,8270917,8474216,8684135,8902019,9133156,9372430,9621238,9891136,10191964,10508294,10837973,11188040,11564870,11971567,12402073,12852966,13318087,13792086,14265814,14744658,15234976,15737793,16248230,16767761,17298054,17835893,18380477,18927715,19473125,20017675
ZW,Zimbabwe,3806310,3925952,4049778,4177931,4310332,4447149,4588529,4734694,4886347,5044163,5202918,5363423,5532842,5712712,5903530,6097083,6288387,6453044,6549349,6655833,7049926,7506526,7803855,8106356,8398567,8690515,8983044,9277488,9568739,9846346,10113893,10377815,10641501,10794918,10858594,10994041,11178171,11362401,11548364,11716454,11834676,11910978,11984644,12075828,12160881,12224753,12330490,12450568,12550347,12679810,12839771,13025785,13265331,13555422,13855753,14154937,14452704,14751101,15052184,15354608,15669666,15993524,16320537
